"TransactionID","Date","Time","Weekday","Quarter","StoreID","StoreName","Region","Prefecture","StoreType","CustomerID","Age","AgeGroup","Gender","MemberRank","LTV_Score","JobType","AnnualIncome_Est","MaritalStatus","ChildrenCount","ProductID","CategoryMain","CategorySub","Brand","ProductName","SKU","Color","Size","SupplierID","StockLevel","UnitCost","UnitPrice","Quantity","GrossSales","DiscountRate","DiscountAmount","NetSales","TaxAmount","Profit","ProfitMargin","PaymentMethod","PaymentStatus","Channel","DeviceType","OS","ShippingMethod","ShippingCost","DeliveryDate","ReviewScore","IsReturn"
"TRX-05b42aeb","2023-01-07","11:38","Sun","Q1","ST-0","Tokyo Main","Kanto","Tokyo","Physical","CUST-91774","18","10s","Male","Regular","1.13","Self-Employed","5700000","Married","2","PRD-7543","Food","Sub-Food","Brand-C","Food-Item","ACC923F4","Red","S","SUP-935","12","314","573","1","573","0","0","573","57","259","0.45","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-01-07","","0"
"TRX-ab8ea5be","2023-02-23","16:43","Fri","Q1","ST-4","Nagoya Sakae","Kanto","Tokyo","Physical","CUST-69183","22","20s","Male","Regular","1.01","Student","7300000","Single","1","PRD-2429","Food","Sub-Food","Brand-C","Food-Item","D91FFAAD","Red","S","SUP-992","29","635","1055","1","1055","0","0","1055","105","420","0.40","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-02-23","","0"
"TRX-9e9531eb","2023-06-30","09:43","Sat","Q3","ST-0","Tokyo Main","Kanto","Tokyo","Physical","CUST-31373","38","30s","Male","Regular","1.00","Office Worker","340000","Single","0","PRD-3457","Fashion","Sub-Fashion","Brand-A","Fashion-Item","337982B0","Black","L","SUP-948","54","72","100","1","100","0","0","100","10","28","0.28","QR","Completed","Store","POS","Embedded","Carry-out","0","2023-06-30","3","0"
"TRX-46fb9599","2023-02-11","14:06","Sun","Q1","ST-1","Shinjuku","Kanto","Tokyo","Physical","CUST-84032","42","40s","Female","Regular","1.00","Student","3000000","Single","1","PRD-7912","Food","Sub-Food","Brand-E","Food-Item","33BC21AF","White","L","SUP-113","18","1500","2650","1","2650","0","0","2650","265","1150","0.43","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-02-11","","0"
"TRX-62b70700","2023-10-18","11:22","Thu","Q4","ST-4","Nagoya Sakae","Kanto","Tokyo","Physical","CUST-76690","34","30s","Female","Regular","1.13","Housewife","10540000","Single","0","PRD-4581","Home","Sub-Home","Brand-C","Home-Item","45EB8FDC","White","M","SUP-292","78","147","308","1","308","0","0","308","30","161","0.52","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-10-18","","0"
"TRX-4d49ec42","2023-07-24","20:15","Tue","Q3","ST-7","EC Online","Online","Tokyo","Virtual","CUST-79407","39","30s","Male","Gold","2.41","Self-Employed","4230000","Married","2","PRD-5714","Fashion","Sub-Fashion","Brand-A","Fashion-Item","7AAB63FA","Red","S","SUP-732","25","11897","18512","1","18512","0","0","18512","1851","6615","0.36","QR","Completed","App","Mobile","iOS","Courier","500","2023-07-26","","0"
"TRX-90542d67","2023-02-16","15:06","Fri","Q1","ST-0","Tokyo Main","Kanto","Tokyo","Physical","CUST-64531","19","10s","Female","Regular","1.27","Housewife","4780000","Married","1","PRD-9209","Food","Sub-Food","Brand-C","Food-Item","3CBA572C","Black","M","SUP-188","76","65","100","1","100","0.1","10","90","9","25","0.28","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-02-16","","0"
"TRX-de358ed9","2023-01-09","11:01","Tue","Q1","ST-1","Shinjuku","Kanto","Tokyo","Physical","CUST-56462","29","20s","Male","Regular","1.19","Student","3910000","Single","0","PRD-3019","Electronics","Sub-Electronics","Brand-B","Electronics-Item","75E27131","Red","L","SUP-800","64","23495","49966","1","49966","0","0","49966","4996","26471","0.53","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-01-09","","0"
"TRX-e9181171","2023-10-02","15:21","Tue","Q4","ST-3","Osaka Umeda","Kansai","Osaka","Physical","CUST-75907","31","30s","Male","Gold","1.93","Office Worker","570000","Married","2","PRD-9494","Food","Sub-Food","Brand-B","Food-Item","D0074874","Red","M","SUP-118","8","1766","2359","1","2359","0","0","2359","235","593","0.25","QR","Completed","Store","POS","Embedded","Carry-out","0","2023-10-02","","0"
"TRX-67efeab6","2023-12-05","10:16","Wed","Q4","ST-0","Tokyo Main","Kanto","Tokyo","Physical","CUST-16710","34","30s","Female","VIP","3.74","Office Worker","5370000","Single","1","PRD-9346","Food","Sub-Food","Brand-D","Food-Item","F3CE42BC","Red","M","SUP-269","69","1512","2251","1","2251","0","0","2251","225","739","0.33","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-12-05","","0"
"TRX-0d54eeb8","2023-09-20","18:26","Thu","Q3","ST-7","EC Online","Online","Tokyo","Virtual","CUST-96405","40","40s","Male","Regular","1.46","Housewife","6240000","Married","2","PRD-8075","Home","Sub-Home","Brand-B","Home-Item","B6C124F0","Black","S","SUP-139","79","1285","2069","1","2069","0","0","2069","206","784","0.38","Credit","Completed","App","Mobile","iOS","Courier","500","2023-09-23","","0"
"TRX-fcbe6609","2023-09-30","16:23","Sun","Q4","ST-2","Shibuya","Kanto","Tokyo","Physical","CUST-54690","37","30s","Male","Regular","1.02","Other","6380000","Single","3","PRD-3886","Fashion","Sub-Fashion","Brand-C","Fashion-Item","B9EC6914","Red","S","SUP-179","45","4706","8359","1","8359","0.30000000000000004","2507","5852","585","1146","0.20","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-09-30","","0"
"TRX-b0073eb8","2023-08-09","12:33","Thu","Q3","ST-2","Shibuya","Kanto","Tokyo","Physical","CUST-93939","39","30s","Female","Regular","1.00","Housewife","3800000","Single","2","PRD-7394","Food","Sub-Food","Brand-E","Food-Item","B09B5473","White","S","SUP-765","80","504","1089","1","1089","0.30000000000000004","326","763","76","259","0.34","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-08-09","2","0"
"TRX-6c7e0d96","2023-09-06","12:06","Thu","Q3","ST-7","EC Online","Online","Tokyo","Virtual","CUST-51196","35","30s","Male","Regular","1.14","Office Worker","6800000","Married","1","PRD-1651","Food","Sub-Food","Brand-F","Food-Item","75E70CCA","Blue","S","SUP-462","70","661","971","1","971","0","0","971","97","310","0.32","Cash","Completed","App","Mobile","iOS","Courier","500","2023-09-12","","0"
"TRX-b67a7122","2023-11-07","14:15","Wed","Q4","ST-0","Tokyo Main","Kanto","Tokyo","Physical","CUST-97984","33","30s","Male","Regular","1.01","Housewife","690000","Married","2","PRD-4689","Food","Sub-Food","Brand-A","Food-Item","E954FC73","Blue","M","SUP-896","46","841","1517","1","1517","0","0","1517","151","676","0.45","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-11-07","","0"
"TRX-0649c7d8","2023-12-12","14:58","Wed","Q4","ST-2","Shibuya","Kanto","Tokyo","Physical","CUST-40084","41","40s","Female","Regular","1.12","Student","5460000","Single","3","PRD-9084","Food","Sub-Food","Brand-D","Food-Item","7F3E9AED","Red","M","SUP-933","81","1690","2393","1","2393","0","0","2393","239","703","0.29","QR","Completed","Store","POS","Embedded","Carry-out","0","2023-12-12","","1"
"TRX-fa00b0aa","2023-02-12","12:03","Mon","Q1","ST-0","Tokyo Main","Kanto","Tokyo","Physical","CUST-67345","25","20s","Male","Regular","1.05","Office Worker","5680000","Married","2","PRD-6017","Fashion","Sub-Fashion","Brand-E","Fashion-Item","1A9F738B","Black","M","SUP-333","67","1938","2624","1","2624","0","0","2624","262","686","0.26","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-02-12","","0"
"TRX-68e6878a","2023-04-17","23:53","Tue","Q2","ST-1","Shinjuku","Kanto","Tokyo","Physical","CUST-55257","40","40s","Male","Regular","1.28","Office Worker","1720000","Married","1","PRD-9897","Fashion","Sub-Fashion","Brand-D","Fashion-Item","14846EC7","Red","S","SUP-374","0","2446","3066","1","3066","0","0","3066","306","620","0.20","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-04-17","","0"
"TRX-600507ac","2023-11-08","13:35","Thu","Q4","ST-0","Tokyo Main","Kanto","Tokyo","Physical","CUST-56206","43","40s","Male","Regular","1.09","Self-Employed","4140000","Married","3","PRD-8314","Fashion","Sub-Fashion","Brand-B","Fashion-Item","11BEB985","Blue","L","SUP-822","57","8955","13219","1","13219","0","0","13219","1321","4264","0.32","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-11-08","","0"
"TRX-de88731c","2023-01-31","09:17","Wed","Q1","ST-0","Tokyo Main","Kanto","Tokyo","Physical","CUST-39901","37","30s","Female","Regular","1.41","Office Worker","8530000","Married","3","PRD-1497","Food","Sub-Food","Brand-F","Food-Item","B2826ABF","White","S","SUP-852","0","671","1607","1","1607","0","0","1607","160","936","0.58","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-01-31","","0"
"TRX-0b9990db","2023-12-27","13:13","Thu","Q4","ST-7","EC Online","Online","Tokyo","Virtual","CUST-75141","18","10s","Female","Regular","1.46","Housewife","5240000","Married","0","PRD-3654","Fashion","Sub-Fashion","Brand-A","Fashion-Item","222143B4","White","M","SUP-414","70","8500","11304","1","11304","0","0","11304","1130","2804","0.25","QR","Completed","App","Mobile","iOS","Courier","500","2023-12-31","","0"
"TRX-ac41c328","2023-03-23","10:54","Fri","Q1","ST-5","Fukuoka Tenjin","Kanto","Tokyo","Physical","CUST-19555","42","40s","Male","Regular","1.21","Student","3420000","Single","3","PRD-6599","Food","Sub-Food","Brand-D","Food-Item","95502EA2","Black","M","SUP-677","61","609","881","1","881","0","0","881","88","272","0.31","QR","Completed","Store","POS","Embedded","Carry-out","0","2023-03-23","","0"
"TRX-9eba05b3","2023-04-21","16:02","Sat","Q2","ST-7","EC Online","Online","Tokyo","Virtual","CUST-17656","30","30s","Female","Regular","1.00","Housewife","5020000","Single","3","PRD-6002","Home","Sub-Home","Brand-D","Home-Item","78A9E61B","Blue","S","SUP-730","99","2378","3488","1","3488","0","0","3488","348","1110","0.32","QR","Completed","App","Mobile","iOS","Courier","500","2023-04-28","","0"
"TRX-534d75ce","2023-12-05","16:22","Wed","Q4","ST-7","EC Online","Online","Tokyo","Virtual","CUST-90604","36","30s","Female","Regular","1.16","Housewife","2830000","Married","0","PRD-4964","Food","Sub-Food","Brand-F","Food-Item","154E2845","Red","S","SUP-983","74","359","664","1","664","0","0","664","66","305","0.46","QR","Completed","App","Mobile","iOS","Courier","500","2023-12-12","","0"
"TRX-5409a7e5","2023-03-09","17:15","Fri","Q1","ST-7","EC Online","Online","Tokyo","Virtual","CUST-54174","18","10s","Female","Regular","1.21","Housewife","6310000","Single","3","PRD-1619","Food","Sub-Food","Brand-A","Food-Item","0A306CF1","White","M","SUP-717","83","1108","1647","1","1647","0","0","1647","164","539","0.33","Credit","Completed","App","Mobile","iOS","Courier","500","2023-03-10","","0"
"TRX-d2587bff","2023-11-20","12:58","Tue","Q4","ST-4","Nagoya Sakae","Kanto","Tokyo","Physical","CUST-32025","51","50s","Male","Regular","1.06","Housewife","3020000","Married","0","PRD-9381","Home","Sub-Home","Brand-A","Home-Item","25BB4573","Blue","L","SUP-352","40","1364","2218","6","13308","0","0","13308","1330","5124","0.39","Cash","Completed","Store","POS","Embedded","Carry-out","0","2023-11-20","","0"
"TRX-4274d95f","2023-06-08","17:52","Fri","Q2","ST-3","Osaka Umeda","Kansai","Osaka","Physical","CUST-91042","34","30s","Male","Regular","1.07","Self-Employed","2720000","Married","0","PRD-2420","Fashion","Sub-Fashion","Brand-F","Fashion-Item","F31796A6","Blue","M","SUP-361","67","5947","10430","1","10430","0","0","10430","1043","4483","0.43","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-06-08","","0"
"TRX-3869075e","2023-12-16","09:01","Sun","Q4","ST-1","Shinjuku","Kanto","Tokyo","Physical","CUST-49027","23","20s","Female","Regular","1.16","Housewife","5320000","Single","3","PRD-6336","Food","Sub-Food","Brand-C","Food-Item","130BB753","Blue","S","SUP-833","47","1117","1666","1","1666","0.2","333","1333","133","216","0.16","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-12-16","","0"
"TRX-8145691f","2023-08-14","15:27","Tue","Q3","ST-2","Shibuya","Kanto","Tokyo","Physical","CUST-81079","31","30s","Female","Regular","1.26","Housewife","5020000","Single","2","PRD-3692","Home","Sub-Home","Brand-B","Home-Item","E41D9C51","Black","S","SUP-876","25","1311","1847","1","1847","0","0","1847","184","536","0.29","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-08-14","","0"
"TRX-5091b231","2023-03-02","15:01","Fri","Q1","ST-7","EC Online","Online","Tokyo","Virtual","CUST-73716","49","40s","Female","Gold","1.81","Office Worker","5980000","Single","2","PRD-4071","Food","Sub-Food","Brand-D","Food-Item","EC005C08","Black","L","SUP-159","25","1901","2653","1","2653","0","0","2653","265","752","0.28","Credit","Completed","App","Mobile","iOS","Courier","500","2023-03-09","","0"
"TRX-b82afdba","2023-08-04","10:55","Sat","Q3","ST-5","Fukuoka Tenjin","Kanto","Tokyo","Physical","CUST-91476","34","30s","Male","Regular","1.35","Student","3840000","Single","2","PRD-3034","Food","Sub-Food","Brand-E","Food-Item","677FC6F9","Blue","S","SUP-127","63","1242","1898","1","1898","0","0","1898","189","656","0.35","QR","Completed","Store","POS","Embedded","Carry-out","0","2023-08-04","","0"
"TRX-6571f4cc","2023-09-13","17:18","Thu","Q3","ST-7","EC Online","Online","Tokyo","Virtual","CUST-97160","29","20s","Male","Regular","1.22","Self-Employed","6820000","Married","3","PRD-9310","Food","Sub-Food","Brand-D","Food-Item","A9D4868F","Red","L","SUP-419","51","628","1070","1","1070","0.2","214","856","85","228","0.27","Credit","Completed","App","Mobile","iOS","Courier","500","2023-09-19","","0"
"TRX-46f8d019","2023-05-22","12:09","Tue","Q2","ST-3","Osaka Umeda","Kansai","Osaka","Physical","CUST-33448","27","20s","Male","Regular","1.06","Student","5440000","Married","3","PRD-4913","Home","Sub-Home","Brand-F","Home-Item","362C1C67","Black","L","SUP-756","2","1296","2310","1","2310","0","0","2310","231","1014","0.44","QR","Completed","Store","POS","Embedded","Carry-out","0","2023-05-22","","0"
"TRX-dd670217","2023-12-11","15:05","Tue","Q4","ST-7","EC Online","Online","Tokyo","Virtual","CUST-16813","37","30s","Female","Regular","1.29","Housewife","6540000","Married","2","PRD-6832","Fashion","Sub-Fashion","Brand-A","Fashion-Item","C3F940A1","White","M","SUP-469","43","10745","13914","1","13914","0.2","2782","11132","1113","387","0.03","Cash","Completed","App","Mobile","iOS","Courier","500","2023-12-16","","0"
"TRX-151413f8","2023-09-02","12:56","Sun","Q3","ST-7","EC Online","Online","Tokyo","Virtual","CUST-22124","46","40s","Male","Regular","1.03","Housewife","3610000","Married","3","PRD-5751","Food","Sub-Food","Brand-E","Food-Item","8EB3C135","Red","L","SUP-693","84","1216","2459","1","2459","0.2","491","1968","196","752","0.38","Credit","Completed","App","Mobile","iOS","Courier","500","2023-09-08","","0"
"TRX-b2c7d36b","2023-10-24","09:17","Wed","Q4","ST-2","Shibuya","Kanto","Tokyo","Physical","CUST-31710","25","20s","Male","Regular","1.11","Other","6360000","Married","3","PRD-1887","Fashion","Sub-Fashion","Brand-F","Fashion-Item","7C5765AF","Blue","S","SUP-670","67","1408","4694","1","4694","0","0","4694","469","3286","0.70","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-10-24","","0"
"TRX-a4e87a69","2023-12-19","14:06","Wed","Q4","ST-3","Osaka Umeda","Kansai","Osaka","Physical","CUST-38275","37","30s","Female","Gold","1.71","Office Worker","2740000","Single","2","PRD-5088","Home","Sub-Home","Brand-B","Home-Item","CAC6D078","White","S","SUP-530","20","1307","2664","1","2664","0","0","2664","266","1357","0.51","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-12-19","","0"
"TRX-0e08427f","2023-01-09","12:27","Tue","Q1","ST-7","EC Online","Online","Tokyo","Virtual","CUST-71807","28","20s","Male","Regular","1.26","Housewife","3610000","Single","1","PRD-9397","Electronics","Sub-Electronics","Brand-B","Electronics-Item","D42F3560","White","M","SUP-870","51","24043","38277","1","38277","0","0","38277","3827","14234","0.37","Cash","Completed","App","Mobile","iOS","Courier","500","2023-01-10","","0"
"TRX-b012e606","2023-10-25","09:40","Thu","Q4","ST-2","Shibuya","Kanto","Tokyo","Physical","CUST-31369","18","10s","Male","Gold","1.61","Student","3660000","Married","2","PRD-8881","Electronics","Sub-Electronics","Brand-F","Electronics-Item","590782BD","Red","L","SUP-116","45","34656","69751","1","69751","0.1","6975","62776","6277","28120","0.45","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-10-25","1","0"
"TRX-d9fc1dda","2023-03-13","13:13","Tue","Q1","ST-2","Shibuya","Kanto","Tokyo","Physical","CUST-65583","32","30s","Male","Gold","1.64","Office Worker","1960000","Single","0","PRD-5220","Fashion","Sub-Fashion","Brand-D","Fashion-Item","B581D6B5","Blue","S","SUP-788","76","10682","18420","1","18420","0.1","1842","16578","1657","5896","0.36","QR","Completed","Store","POS","Embedded","Carry-out","0","2023-03-13","","0"
"TRX-7961bacd","2023-10-06","22:15","Sat","Q4","ST-3","Osaka Umeda","Kansai","Osaka","Physical","CUST-90833","44","40s","Female","Regular","1.13","Student","3020000","Married","0","PRD-3986","Fashion","Sub-Fashion","Brand-A","Fashion-Item","90B8DE90","White","S","SUP-581","7","970","1492","1","1492","0","0","1492","149","522","0.35","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-10-06","","0"
"TRX-e2119797","2023-05-21","12:19","Mon","Q2","ST-3","Osaka Umeda","Kansai","Osaka","Physical","CUST-20145","21","20s","Male","Regular","1.38","Office Worker","6980000","Single","2","PRD-9607","Food","Sub-Food","Brand-B","Food-Item","F39E6822","Blue","L","SUP-979","98","738","938","1","938","0","0","938","93","200","0.21","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-05-21","","0"
"TRX-0ee926b2","2023-05-14","19:48","Mon","Q2","ST-2","Shibuya","Kanto","Tokyo","Physical","CUST-29980","28","20s","Male","Regular","1.05","Housewife","3000000","Single","0","PRD-1089","Food","Sub-Food","Brand-B","Food-Item","63E16967","Black","M","SUP-469","72","755","1224","1","1224","0","0","1224","122","469","0.38","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-05-14","","0"
"TRX-b8271b7c","2023-11-19","16:25","Mon","Q4","ST-0","Tokyo Main","Kanto","Tokyo","Physical","CUST-57244","42","40s","Male","Regular","1.33","Student","3840000","Married","1","PRD-3965","Food","Sub-Food","Brand-D","Food-Item","DAC1060B","Red","L","SUP-682","11","2156","4611","1","4611","0","0","4611","461","2455","0.53","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-11-19","5","0"
"TRX-dfffb356","2023-09-08","18:25","Sat","Q3","ST-0","Tokyo Main","Kanto","Tokyo","Physical","CUST-39693","35","30s","Female","Regular","1.04","Office Worker","4750000","Married","0","PRD-2652","Food","Sub-Food","Brand-F","Food-Item","55E6B40F","Black","S","SUP-463","70","1371","2534","1","2534","0","0","2534","253","1163","0.46","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-09-08","","0"
"TRX-97eae735","2023-04-03","11:08","Tue","Q2","ST-1","Shinjuku","Kanto","Tokyo","Physical","CUST-14783","49","40s","Male","Regular","1.06","Office Worker","6540000","Married","3","PRD-9299","Home","Sub-Home","Brand-E","Home-Item","1AFE7330","Black","S","SUP-661","99","218","318","1","318","0","0","318","31","100","0.31","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-04-03","","0"
"TRX-cdfca453","2023-07-16","16:37","Mon","Q3","ST-7","EC Online","Online","Tokyo","Virtual","CUST-97692","32","30s","Female","Gold","2.00","Office Worker","6510000","Single","3","PRD-1121","Fashion","Sub-Fashion","Brand-A","Fashion-Item","1EDB099F","White","L","SUP-247","77","2838","4842","1","4842","0","0","4842","484","2004","0.41","Credit","Completed","App","Mobile","iOS","Courier","500","2023-07-20","","0"
"TRX-b1aa53e9","2023-08-31","12:48","Fri","Q3","ST-0","Tokyo Main","Kanto","Tokyo","Physical","CUST-36918","22","20s","Female","Gold","2.02","Office Worker","5900000","Married","1","PRD-5960","Home","Sub-Home","Brand-E","Home-Item","C0A17919","White","M","SUP-583","93","2474","4368","1","4368","0","0","4368","436","1894","0.43","QR","Completed","Store","POS","Embedded","Carry-out","0","2023-08-31","","0"
"TRX-b21318e7","2023-06-06","16:34","Wed","Q2","ST-5","Fukuoka Tenjin","Kanto","Tokyo","Physical","CUST-16191","44","40s","Female","Regular","1.27","Office Worker","4130000","Married","0","PRD-2497","Food","Sub-Food","Brand-B","Food-Item","06222A4D","Black","S","SUP-991","34","795","2005","1","2005","0","0","2005","200","1210","0.60","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-06-06","","0"
"TRX-478734d6","2023-01-20","13:46","Sat","Q1","ST-1","Shinjuku","Kanto","Tokyo","Physical","CUST-25233","42","40s","Female","Regular","1.05","Office Worker","6340000","Married","2","PRD-6945","Home","Sub-Home","Brand-B","Home-Item","8BECEB07","Blue","S","SUP-647","37","1019","1631","1","1631","0","0","1631","163","612","0.38","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-01-20","","0"
"TRX-4eb80b2a","2023-09-18","23:39","Tue","Q3","ST-0","Tokyo Main","Kanto","Tokyo","Physical","CUST-71524","36","30s","Female","Regular","1.17","Housewife","7030000","Married","2","PRD-8045","Fashion","Sub-Fashion","Brand-D","Fashion-Item","EE8A629B","Black","L","SUP-884","34","2141","2722","1","2722","0","0","2722","272","581","0.21","QR","Completed","Store","POS","Embedded","Carry-out","0","2023-09-18","","0"
"TRX-c6020d9e","2023-12-24","13:54","Mon","Q4","ST-4","Nagoya Sakae","Kanto","Tokyo","Physical","CUST-38137","27","20s","Male","Regular","1.13","Housewife","4700000","Married","3","PRD-1198","Fashion","Sub-Fashion","Brand-C","Fashion-Item","27163818","Red","S","SUP-152","51","6031","9913","1","9913","0.1","991","8922","892","2891","0.32","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-12-24","2","0"
"TRX-c95dbc79","2023-01-11","12:04","Thu","Q1","ST-2","Shibuya","Kanto","Tokyo","Physical","CUST-19253","36","30s","Male","Regular","1.37","Office Worker","5180000","Married","1","PRD-4658","Home","Sub-Home","Brand-C","Home-Item","43BF5153","Black","M","SUP-646","61","403","994","1","994","0.1","99","895","89","492","0.55","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-01-11","","0"
"TRX-cc33d8ce","2023-10-21","19:58","Sun","Q4","ST-1","Shinjuku","Kanto","Tokyo","Physical","CUST-13867","32","30s","Female","Regular","1.10","Self-Employed","4650000","Single","3","PRD-4139","Food","Sub-Food","Brand-E","Food-Item","79433381","Black","L","SUP-197","83","1626","2895","1","2895","0","0","2895","289","1269","0.44","QR","Completed","Store","POS","Embedded","Carry-out","0","2023-10-21","","1"
"TRX-078529a4","2023-03-06","17:32","Tue","Q1","ST-0","Tokyo Main","Kanto","Tokyo","Physical","CUST-54376","38","30s","Male","Gold","1.58","Student","4440000","Single","2","PRD-2441","Fashion","Sub-Fashion","Brand-D","Fashion-Item","11C32AD8","Blue","M","SUP-601","100","8268","13322","1","13322","0","0","13322","1332","5054","0.38","Cash","Completed","Store","POS","Embedded","Carry-out","0","2023-03-06","","0"
"TRX-34977947","2023-06-18","15:17","Mon","Q2","ST-7","EC Online","Online","Tokyo","Virtual","CUST-98470","39","30s","Female","Regular","1.28","Student","3250000","Single","2","PRD-2866","Fashion","Sub-Fashion","Brand-F","Fashion-Item","9A332F55","White","S","SUP-574","35","4537","7426","1","7426","0.1","742","6684","668","2147","0.32","Cash","Completed","App","Mobile","iOS","Courier","500","2023-06-22","1","0"
"TRX-3a1fdf4a","2023-04-18","14:36","Wed","Q2","ST-7","EC Online","Online","Tokyo","Virtual","CUST-88152","32","30s","Male","Regular","1.18","Office Worker","6410000","Single","0","PRD-6184","Electronics","Sub-Electronics","Brand-E","Electronics-Item","EDB940B3","White","S","SUP-758","37","27227","36611","1","36611","0","0","36611","3661","9384","0.26","QR","Completed","App","Mobile","iOS","Courier","500","2023-04-21","","0"
"TRX-1b27e522","2023-05-09","18:54","Wed","Q2","ST-1","Shinjuku","Kanto","Tokyo","Physical","CUST-85701","44","40s","Male","Regular","1.16","Office Worker","3550000","Single","0","PRD-8931","Fashion","Sub-Fashion","Brand-C","Fashion-Item","321097D3","Blue","M","SUP-991","85","6815","12849","1","12849","0","0","12849","1284","6034","0.47","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-05-09","","0"
"TRX-655be180","2023-03-19","13:51","Mon","Q1","ST-3","Osaka Umeda","Kansai","Osaka","Physical","CUST-86541","35","30s","Male","Regular","1.05","Other","6390000","Married","0","PRD-5261","Food","Sub-Food","Brand-A","Food-Item","7A8E2153","White","M","SUP-373","24","915","1333","1","1333","0","0","1333","133","418","0.31","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-03-19","","1"
"TRX-63c09cbc","2023-09-12","15:49","Wed","Q3","ST-7","EC Online","Online","Tokyo","Virtual","CUST-48651","32","30s","Female","Gold","1.70","Housewife","7610000","Single","0","PRD-3224","Fashion","Sub-Fashion","Brand-E","Fashion-Item","535165C4","Black","S","SUP-383","43","1231","1790","1","1790","0.30000000000000004","537","1253","125","22","0.02","Credit","Completed","App","Mobile","iOS","Courier","500","2023-09-14","","0"
"TRX-b781ecec","2023-08-16","12:11","Thu","Q3","ST-7","EC Online","Online","Tokyo","Virtual","CUST-32336","28","20s","Female","Regular","1.11","Office Worker","3780000","Married","2","PRD-4613","Fashion","Sub-Fashion","Brand-E","Fashion-Item","75F805DE","Red","S","SUP-353","74","5474","8188","1","8188","0.2","1637","6551","655","1077","0.16","QR","Completed","App","Mobile","iOS","Courier","500","2023-08-19","","0"
"TRX-b804009e","2023-07-19","14:25","Thu","Q3","ST-7","EC Online","Online","Tokyo","Virtual","CUST-57820","26","20s","Female","Gold","1.96","Self-Employed","5240000","Married","2","PRD-2085","Fashion","Sub-Fashion","Brand-B","Fashion-Item","417D3C7A","Black","L","SUP-635","68","7729","10959","1","10959","0","0","10959","1095","3230","0.29","Cash","Completed","App","Mobile","iOS","Courier","500","2023-07-25","","0"
"TRX-cbcf3fea","2023-12-08","09:30","Sat","Q4","ST-0","Tokyo Main","Kanto","Tokyo","Physical","CUST-48742","18","10s","Male","Regular","1.23","Student","7600000","Single","2","PRD-8263","Home","Sub-Home","Brand-B","Home-Item","3478F0AA","Black","M","SUP-516","45","1224","2026","1","2026","0.1","202","1824","182","600","0.33","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-12-08","","0"
"TRX-6acf4967","2023-08-14","18:32","Tue","Q3","ST-7","EC Online","Online","Tokyo","Virtual","CUST-78687","30","30s","Female","Gold","1.64","Office Worker","3290000","Single","2","PRD-1866","Home","Sub-Home","Brand-B","Home-Item","BE8E2AE8","Black","M","SUP-774","25","1173","2131","1","2131","0","0","2131","213","958","0.45","QR","Completed","App","Mobile","iOS","Courier","500","2023-08-16","","0"
"TRX-6a01d9b8","2023-11-01","11:34","Thu","Q4","ST-7","EC Online","Online","Tokyo","Virtual","CUST-54726","20","20s","Female","Regular","1.47","Housewife","7740000","Single","3","PRD-1446","Food","Sub-Food","Brand-B","Food-Item","86931A40","Blue","S","SUP-416","91","2632","3345","1","3345","0","0","3345","334","713","0.21","Credit","Completed","App","Mobile","iOS","Courier","500","2023-11-03","1","0"
